delivery_id,order_id,delivery_status,delivery_time,rider_id
1693,1693,delivered,00:06:55,10
1694,1694,delivered,04:17:02,9
1695,1695,delivered,12:08:41,24
1696,1696,delivered,17:19:13,17
1697,1697,delivered,03:50:13,25
1698,1698,delivered,10:08:13,19
1699,1699,delivered,13:50:00,29
1700,1700,delivered,23:51:37,4
1701,1701,delivered,21:36:35,18
1702,1702,delivered,22:11:24,22
1703,1703,delivered,11:50:15,11
1704,1704,delivered,07:15:25,24
1705,1705,delivered,23:20:42,28
1706,1706,delivered,20:56:49,9
1707,1707,delivered,18:09:19,32
1708,1708,delivered,06:47:40,27
1709,1709,delivered,23:27:15,33
1710,1710,delivered,18:40:15,31
1711,1711,delivered,03:25:57,6
1712,1712,delivered,04:24:03,31
1713,1713,delivered,17:57:08,2
1714,1714,delivered,06:37:49,26
1715,1715,delivered,12:53:44,11
1716,1716,delivered,04:47:59,30
1717,1717,delivered,21:07:11,6
1718,1718,delivered,13:43:56,2
1719,1719,delivered,05:22:50,7
1720,1720,delivered,02:12:14,3
1721,1721,delivered,21:17:34,14
1722,1722,delivered,02:55:27,4
1723,1723,delivered,00:18:37,26
1724,1724,delivered,16:35:53,10
1725,1725,delivered,19:38:02,5
1726,1726,delivered,09:35:16,22
1727,1727,delivered,18:42:06,31
1728,1728,order,22:56:05,7
1729,1729,delivered,00:08:19,20
1730,1730,delivered,03:08:53,6
1731,1731,delivered,13:30:54,14
1732,1732,delivered,07:35:50,5
1733,1733,delivered,18:18:10,8
1734,1734,delivered,02:58:21,16
1735,1735,delivered,12:04:26,12
1736,1736,order,02:00:08,20
1737,1737,delivered,16:33:58,18
1738,1738,delivered,01:01:23,15
1739,1739,delivered,11:49:32,24
1740,1740,delivered,12:08:48,25
1741,1741,delivered,21:02:05,2
1742,1742,delivered,05:16:02,27
1743,1743,delivered,17:38:03,27
1744,1744,delivered,06:32:46,11
1745,1745,delivered,05:11:35,10
1746,1746,delivered,06:22:38,34
1747,1747,delivered,14:38:51,18
1748,1748,delivered,10:12:20,2
1749,1749,delivered,09:07:40,28
1750,1750,delivered,04:59:34,2
1751,1751,delivered,07:19:04,22
1752,1752,delivered,14:18:46,27
1753,1753,delivered,00:24:14,15
1754,1754,delivered,17:37:49,30
1755,1755,delivered,08:59:58,29
1756,1756,delivered,11:58:31,21
1757,1757,delivered,13:38:27,1
1758,1758,delivered,12:04:46,1
1759,1759,delivered,14:57:02,24
1760,1760,delivered,21:35:04,27
1761,1761,delivered,06:30:46,18
1762,1762,delivered,10:51:56,12
1763,1763,not delivered,06:19:32,12
1764,1764,delivered,10:15:55,22
1765,1765,delivered,12:11:53,2
1766,1766,delivered,06:14:42,16
1767,1767,delivered,20:34:58,21
1768,1768,delivered,12:11:57,28
1769,1769,delivered,04:01:19,9
1770,1770,delivered,21:15:37,23
1771,1771,delivered,07:08:52,26
1772,1772,delivered,09:34:49,3
1773,1773,delivered,03:36:15,4
1774,1774,delivered,00:03:41,4
1775,1775,delivered,10:24:45,12
1776,1776,delivered,00:46:28,20
1777,1777,delivered,23:14:05,9
1778,1778,delivered,14:46:18,19
1779,1779,delivered,21:39:44,13
1780,1780,delivered,11:11:42,4
1781,1781,delivered,22:41:20,6
1782,1782,delivered,04:08:15,4
1783,1783,delivered,12:40:52,2
1784,1784,delivered,03:34:22,32
1785,1785,delivered,11:26:14,33
1786,1786,delivered,01:01:47,2
1787,1787,order,07:44:44,10
1788,1788,delivered,12:24:39,33
1789,1789,delivered,21:31:26,13
1790,1790,delivered,08:42:55,7
1791,1791,delivered,14:55:50,28
1792,1792,delivered,07:51:58,23
1793,1793,delivered,13:16:33,31
1794,1794,delivered,22:23:53,19
1795,1795,delivered,18:26:20,9
1796,1796,delivered,14:56:26,9
1797,1797,delivered,18:49:13,29
1798,1798,delivered,00:11:09,24
1799,1799,delivered,09:58:22,1
1800,1800,delivered,14:01:13,4
1801,1801,delivered,06:28:41,16
1802,1802,delivered,15:25:49,26
1803,1803,delivered,13:12:00,34
1804,1804,delivered,09:32:58,34
1805,1805,delivered,13:54:28,14
1806,1806,delivered,22:13:24,6
1807,1807,delivered,00:35:23,9
1808,1808,delivered,08:39:23,10
1809,1809,order,03:57:21,5
1810,1810,delivered,17:56:03,4
1811,1811,delivered,08:40:04,19
1812,1812,delivered,10:04:43,33
1813,1813,order,15:19:29,14
1814,1814,delivered,12:33:59,7
1815,1815,delivered,01:05:59,17
1816,1816,delivered,15:44:06,14
1817,1817,delivered,03:05:36,28
1818,1818,delivered,05:26:04,13
1819,1819,delivered,11:41:34,17
1820,1820,delivered,11:15:15,16
1821,1821,delivered,22:30:21,30
1822,1822,delivered,19:55:13,32
1823,1823,delivered,05:30:48,30
1824,1824,delivered,20:23:51,5
1825,1825,delivered,03:15:00,28
1826,1826,delivered,20:29:48,1
1827,1827,delivered,16:18:08,8
1828,1828,not fulfilled,00:28:58,4
1829,1829,delivered,06:18:43,10
1830,1830,delivered,15:06:48,29
1831,1831,delivered,11:49:25,28
1832,1832,delivered,16:54:15,25
1833,1833,delivered,09:08:43,11
1834,1834,delivered,02:37:04,9
1835,1835,delivered,15:42:15,19
1836,1836,delivered,10:02:47,6
1837,1837,not delivered,00:32:02,1
1838,1838,not delivered,10:38:29,30
1839,1839,delivered,02:38:11,32
1840,1840,delivered,07:57:45,25
1841,1841,delivered,06:05:31,2
1842,1842,delivered,17:21:16,26
1843,1843,delivered,00:34:25,10
1844,1844,delivered,18:01:35,6
1845,1845,delivered,23:03:56,13
1846,1846,order,00:05:58,13
1847,1847,delivered,02:35:28,16
1848,1848,delivered,22:17:04,22
1849,1849,delivered,01:59:16,15
1850,1850,delivered,17:58:41,11
1851,1851,delivered,11:54:55,5
1852,1852,delivered,02:53:55,15
1853,1853,delivered,00:55:39,16
1854,1854,delivered,17:37:07,7
1855,1855,delivered,20:01:48,23
1856,1856,delivered,15:25:55,32
1857,1857,delivered,21:42:22,34
1858,1858,delivered,05:27:27,11
1859,1859,delivered,14:41:25,13
1860,1860,delivered,14:18:37,1
1861,1861,delivered,15:29:09,31
1862,1862,delivered,23:34:01,24
1863,1863,delivered,12:21:30,7
1864,1864,delivered,17:34:28,6
1865,1865,delivered,01:00:45,24
1866,1866,delivered,11:40:29,32
1867,1867,delivered,10:40:00,10
1868,1868,delivered,12:42:41,2
1869,1869,delivered,03:40:35,14
1870,1870,delivered,00:08:51,13
1871,1871,delivered,11:15:30,29
1872,1872,delivered,09:25:42,18
1873,1873,delivered,11:41:19,14
1874,1874,delivered,17:34:42,28
1875,1875,delivered,09:35:47,13
1876,1876,not delivered,13:25:53,14
1877,1877,delivered,11:33:30,31
1878,1878,delivered,19:35:13,27
1879,1879,delivered,11:01:48,3
1880,1880,delivered,12:29:10,18
1881,1881,delivered,18:02:44,13
1882,1882,not fulfilled,08:40:50,21
1883,1883,delivered,17:22:07,22
1884,1884,delivered,21:11:35,2
1885,1885,delivered,21:43:43,17
1886,1886,delivered,23:46:57,6
1887,1887,delivered,12:22:11,11
1888,1888,delivered,03:44:03,23
1889,1889,delivered,09:21:05,23
1890,1890,delivered,10:06:05,15
1891,1891,delivered,22:02:59,30
1892,1892,order,07:28:16,13
1893,1893,delivered,23:46:48,28
1894,1894,delivered,16:07:32,17
1895,1895,delivered,02:38:53,15
1896,1896,delivered,23:31:03,28
1897,1897,delivered,04:58:43,10
1898,1898,delivered,07:52:49,18
1899,1899,delivered,01:09:23,10
1900,1900,delivered,23:15:06,12
1901,1901,order,05:38:39,30
1902,1902,delivered,06:57:05,17
1903,1903,delivered,21:41:54,3
1904,1904,delivered,04:43:37,27
1905,1905,delivered,14:13:54,5
1906,1906,delivered,23:32:31,4
1907,1907,delivered,10:28:13,5
1908,1908,delivered,21:28:31,33
1909,1909,delivered,11:55:12,6
1910,1910,not delivered,04:49:41,1
1911,1911,delivered,20:22:56,20
1912,1912,delivered,07:41:49,4
1913,1913,delivered,21:44:29,27
1914,1914,delivered,17:32:06,28
1915,1915,order,10:06:15,4
1916,1916,delivered,03:15:34,1
1917,1917,delivered,21:24:33,5
1918,1918,delivered,20:44:30,6
1919,1919,delivered,20:31:27,20
1920,1920,delivered,01:30:58,7
1921,1921,delivered,03:11:13,21
1922,1922,delivered,19:16:51,6
1923,1923,delivered,11:21:24,26
1924,1924,delivered,22:48:43,8
1925,1925,delivered,03:08:47,26
1926,1926,order,14:06:12,14
1927,1927,delivered,21:24:04,19
1928,1928,delivered,00:18:43,14
1929,1929,delivered,11:11:18,7
1930,1930,delivered,08:30:01,27
1931,1931,delivered,00:13:24,31
1932,1932,delivered,12:46:14,15
1933,1933,delivered,21:41:10,8
1934,1934,delivered,01:24:47,17
1935,1935,delivered,15:07:33,18
1936,1936,delivered,15:21:43,4
1937,1937,delivered,18:30:57,17
1938,1938,delivered,15:07:07,7
1939,1939,delivered,00:27:04,7
1940,1940,delivered,03:10:38,13
1941,1941,order,13:38:19,7
1942,1942,delivered,22:45:37,34
1943,1943,delivered,15:04:27,1
1944,1944,delivered,13:58:07,13
1945,1945,delivered,01:19:44,3
1946,1946,delivered,16:49:21,24
1947,1947,delivered,04:30:54,8
1948,1948,delivered,14:51:17,7
1949,1949,delivered,15:55:26,17
1950,1950,delivered,07:36:38,26
1951,1951,delivered,10:14:06,17
1952,1952,delivered,16:42:47,26
1953,1953,delivered,04:40:17,30
1954,1954,delivered,20:48:59,22
1955,1955,delivered,06:59:27,31
1956,1956,delivered,00:45:58,19
1957,1957,delivered,22:39:33,7
1958,1958,delivered,10:19:57,28
1959,1959,order,09:48:35,11
1960,1960,delivered,22:38:19,1
1961,1961,delivered,13:42:04,33
1962,1962,delivered,15:22:12,20
1963,1963,delivered,10:05:43,20
1964,1964,delivered,20:12:20,2
1965,1965,delivered,20:11:15,3
1966,1966,delivered,05:36:22,12
1967,1967,delivered,19:43:01,13
1968,1968,delivered,12:27:43,1
1969,1969,delivered,17:38:14,34
1970,1970,delivered,12:27:57,34
1971,1971,delivered,09:15:46,12
1972,1972,delivered,06:21:52,18
1973,1973,delivered,19:17:56,24
1974,1974,delivered,10:13:20,19
1975,1975,delivered,06:00:02,34
1976,1976,delivered,23:46:39,19
1977,1977,delivered,14:01:26,17
1978,1978,delivered,02:05:01,29
1979,1979,delivered,11:26:27,31
1980,1980,delivered,12:31:42,7
1981,1981,delivered,11:39:56,14
1982,1982,delivered,13:26:54,22
1983,1983,delivered,05:50:35,17
1984,1984,delivered,03:19:02,29
1985,1985,delivered,13:47:11,32
1986,1986,delivered,20:18:36,34
1987,1987,delivered,07:01:46,23
1988,1988,delivered,02:51:39,22
1989,1989,delivered,14:22:33,32
1990,1990,delivered,23:27:13,13
1991,1991,delivered,23:47:45,25
1992,1992,delivered,11:28:43,15
1993,1993,delivered,03:56:28,15
1994,1994,delivered,04:24:15,27
1995,1995,delivered,15:16:50,32
1996,1996,delivered,22:21:08,33
1997,1997,not fulfilled,15:24:29,16
1998,1998,delivered,14:22:05,27
1999,1999,delivered,20:49:13,14
2000,2000,delivered,13:23:25,3
2001,2001,delivered,16:51:21,16
2002,2002,delivered,13:27:02,9
2003,2003,delivered,02:03:47,6
2004,2004,not fulfilled,18:37:47,33
2005,2005,delivered,06:47:28,33
2006,2006,delivered,02:32:41,28
2007,2007,delivered,12:42:41,27
2008,2008,delivered,11:25:21,9
2009,2009,delivered,22:14:00,15
2010,2010,delivered,15:43:15,18
2011,2011,delivered,17:24:24,6
2012,2012,delivered,08:29:46,6
2013,2013,delivered,06:20:38,1
2014,2014,delivered,23:14:50,11
2015,2015,delivered,13:19:59,27
2016,2016,delivered,16:43:12,5
2017,2017,delivered,17:52:05,21
2018,2018,delivered,15:35:38,8
2019,2019,delivered,05:35:24,5
2020,2020,delivered,06:34:13,12
2021,2021,delivered,23:03:12,3
2022,2022,delivered,05:06:44,20
2023,2023,delivered,02:32:20,12
2024,2024,delivered,06:15:05,6
2025,2025,delivered,01:12:03,15
2026,2026,delivered,01:39:56,7
2027,2027,delivered,13:47:53,30
2028,2028,delivered,19:37:06,12
2029,2029,delivered,21:05:59,20
2030,2030,delivered,22:39:05,25
2031,2031,delivered,12:34:09,8
2032,2032,delivered,20:25:10,23
2033,2033,delivered,23:00:00,6
2034,2034,delivered,15:08:48,23
2035,2035,delivered,20:42:29,3
2036,2036,delivered,03:09:39,30
2037,2037,delivered,21:32:56,22
2038,2038,not fulfilled,05:50:59,2
2039,2039,delivered,14:51:25,17
2040,2040,delivered,10:27:25,33
2041,2041,delivered,04:14:32,28
2042,2042,delivered,22:58:39,28
2043,2043,delivered,18:01:56,9
2044,2044,delivered,21:48:28,18
2045,2045,delivered,16:37:51,17
2046,2046,delivered,08:29:51,8
2047,2047,delivered,02:47:26,23
2048,2048,delivered,15:00:51,26
2049,2049,delivered,12:44:42,22
2050,2050,delivered,05:45:34,34
2051,2051,delivered,16:32:21,28
2052,2052,order,16:01:39,32
2053,2053,delivered,18:20:53,18
2054,2054,delivered,10:57:22,31
2055,2055,delivered,08:05:43,30
2056,2056,not delivered,14:20:48,28
2057,2057,delivered,19:26:22,18
2058,2058,delivered,14:33:38,26
2059,2059,delivered,01:53:07,12
2060,2060,delivered,05:59:17,10
2061,2061,delivered,21:38:10,20
2062,2062,delivered,20:44:03,28
2063,2063,delivered,02:53:54,1
2064,2064,delivered,12:47:31,26
2065,2065,delivered,18:09:57,16
2066,2066,delivered,20:44:08,26
2067,2067,not delivered,19:36:04,20
2068,2068,delivered,16:23:47,10
2069,2069,delivered,17:15:55,14
2070,2070,delivered,12:11:26,11
2071,2071,delivered,23:25:00,19
2072,2072,delivered,19:32:04,7
2073,2073,delivered,09:06:50,18
2074,2074,delivered,16:48:43,12
2075,2075,delivered,11:24:49,28
2076,2076,delivered,20:50:45,17
2077,2077,delivered,13:51:36,22
2078,2078,delivered,12:44:15,32
2079,2079,delivered,21:03:07,4
2080,2080,delivered,07:42:04,17
2081,2081,delivered,10:25:16,33
2082,2082,delivered,12:34:21,7
2083,2083,delivered,11:22:35,24
2084,2084,delivered,03:41:26,33
2085,2085,delivered,06:26:10,8
2086,2086,delivered,12:51:37,17
2087,2087,delivered,09:07:35,16
2088,2088,delivered,11:45:49,19
2089,2089,order,00:04:29,7
2090,2090,delivered,18:50:41,30
2091,2091,delivered,10:43:06,21
2092,2092,delivered,14:25:43,28
2093,2093,delivered,22:33:38,23
2094,2094,delivered,08:49:05,14
2095,2095,delivered,06:03:38,18
2096,2096,delivered,12:54:43,28
2097,2097,delivered,22:17:33,5
2098,2098,delivered,11:49:40,15
2099,2099,delivered,05:42:26,22
2100,2100,delivered,16:24:27,33
2101,2101,delivered,08:40:42,5
2102,2102,delivered,10:51:39,10
2103,2103,delivered,22:13:11,24
2104,2104,order,02:13:24,22
2105,2105,delivered,22:37:13,7
2106,2106,delivered,02:16:24,32
2107,2107,order,10:17:03,16
2108,2108,delivered,06:00:32,1
2109,2109,delivered,13:42:42,1
2110,2110,delivered,00:30:26,24
2111,2111,delivered,16:25:35,34
2112,2112,delivered,21:10:24,15
2113,2113,delivered,12:02:20,6
2114,2114,delivered,20:00:14,32
2115,2115,not fulfilled,03:35:04,4
2116,2116,delivered,14:17:11,1
2117,2117,delivered,10:10:25,9
2118,2118,delivered,14:23:50,33
2119,2119,delivered,11:34:14,13
2120,2120,delivered,11:28:15,27
2121,2121,delivered,22:45:22,14
2122,2122,delivered,17:15:12,10
2123,2123,delivered,07:21:51,1
2124,2124,delivered,01:22:26,13
2125,2125,delivered,00:21:05,25
2126,2126,delivered,06:15:28,21
2127,2127,delivered,21:27:54,30
2128,2128,delivered,21:40:42,30
2129,2129,delivered,23:53:46,27
2130,2130,delivered,17:17:57,20
2131,2131,delivered,11:24:01,6
2132,2132,order,18:45:56,24
2133,2133,delivered,12:19:56,31
2134,2134,delivered,16:36:50,10
2135,2135,delivered,08:43:01,22
2136,2136,delivered,00:53:27,27
2137,2137,delivered,01:39:49,31
2138,2138,delivered,18:36:57,14
2139,2139,delivered,02:42:50,29
2140,2140,delivered,05:11:42,27
2141,2141,order,06:43:49,15
2142,2142,not delivered,12:01:50,18
2143,2143,delivered,19:22:41,26
2144,2144,delivered,02:08:32,20
2145,2145,delivered,08:33:56,17
2146,2146,delivered,00:16:10,34
2147,2147,not fulfilled,13:48:19,29
2148,2148,delivered,20:28:34,34
2149,2149,delivered,03:15:56,11
2150,2150,delivered,13:59:13,26
2151,2151,delivered,06:52:51,32
2152,2152,not delivered,15:58:42,8
2153,2153,delivered,00:30:00,33
2154,2154,delivered,21:05:09,22
2155,2155,delivered,11:19:23,32
2156,2156,delivered,01:55:56,5
2157,2157,delivered,03:22:10,2
2158,2158,delivered,01:30:34,26
2159,2159,delivered,15:09:57,33
2160,2160,delivered,08:21:28,6
2161,2161,delivered,16:45:06,22
2162,2162,delivered,19:54:30,32
2163,2163,delivered,17:09:35,8
2164,2164,delivered,08:36:41,1
2165,2165,delivered,17:40:58,22
2166,2166,delivered,02:18:38,29
2167,2167,delivered,09:58:11,8
2168,2168,delivered,16:59:34,6
2169,2169,delivered,07:48:59,29
2170,2170,delivered,06:40:56,20
2171,2171,delivered,15:07:21,24
2172,2172,delivered,07:17:59,4
2173,2173,delivered,23:03:36,2
2174,2174,delivered,13:08:18,31
2175,2175,delivered,08:38:09,24
2176,2176,delivered,20:03:58,18
2177,2177,delivered,05:52:11,30
2178,2178,delivered,00:40:04,1
2179,2179,delivered,14:51:19,18
2180,2180,delivered,19:26:43,21
2181,2181,delivered,05:27:49,11
2182,2182,delivered,23:12:09,3
2183,2183,delivered,09:09:28,20
2184,2184,delivered,22:58:18,4
2185,2185,delivered,23:27:28,4
2186,2186,delivered,18:01:17,26
2187,2187,delivered,17:44:14,31
2188,2188,delivered,07:01:59,15
2189,2189,delivered,01:11:14,14
2190,2190,delivered,20:36:34,2
2191,2191,delivered,02:25:03,21
2192,2192,delivered,11:22:20,6
2193,2193,delivered,20:52:43,10
2194,2194,delivered,11:54:05,24
2195,2195,delivered,02:37:05,34
2196,2196,delivered,19:16:59,20
2197,2197,delivered,15:07:57,23
2198,2198,delivered,07:01:53,27
2199,2199,delivered,22:27:15,24
2200,2200,delivered,09:09:03,3
2201,2201,delivered,02:19:12,30
2202,2202,delivered,01:05:58,7
2203,2203,delivered,16:32:35,33
2204,2204,not fulfilled,12:15:35,8
2205,2205,delivered,21:22:59,34
2206,2206,delivered,17:34:48,26
2207,2207,delivered,05:52:00,32
2208,2208,delivered,09:01:29,27
2209,2209,not delivered,19:37:40,34
2210,2210,delivered,02:16:24,30
2211,2211,delivered,14:23:04,27
2212,2212,not delivered,21:38:50,23
2213,2213,order,20:41:28,4
2214,2214,delivered,10:48:50,28
2215,2215,delivered,03:24:31,13
2216,2216,delivered,21:09:00,31
2217,2217,delivered,10:01:42,22
2218,2218,delivered,21:36:37,3
2219,2219,delivered,09:24:06,9
2220,2220,delivered,07:49:42,34
2221,2221,delivered,19:59:14,20
2222,2222,delivered,10:17:26,27
2223,2223,delivered,19:51:24,34
2224,2224,delivered,00:10:08,4
2225,2225,delivered,14:54:54,30
2226,2226,delivered,08:06:59,3
2227,2227,delivered,05:13:37,8
2228,2228,delivered,18:35:24,3
2229,2229,delivered,09:19:09,19
2230,2230,delivered,06:46:04,26
2231,2231,delivered,03:58:34,5
2232,2232,delivered,03:38:48,17
2233,2233,delivered,18:53:47,33
2234,2234,delivered,09:46:31,10
2235,2235,delivered,02:12:48,18
2236,2236,delivered,00:21:58,20
2237,2237,delivered,09:19:28,1
2238,2238,delivered,14:06:18,25
2239,2239,delivered,12:17:20,23
2240,2240,delivered,01:29:46,18
2241,2241,delivered,14:00:38,34
2242,2242,delivered,02:11:52,19
2243,2243,delivered,14:22:14,28
2244,2244,delivered,02:01:34,3
2245,2245,delivered,01:24:59,26
2246,2246,delivered,19:19:56,30
2247,2247,delivered,20:15:25,1
2248,2248,delivered,15:48:55,29
2249,2249,delivered,14:33:06,3
2250,2250,delivered,08:39:01,3
2251,2251,delivered,18:27:28,22
2252,2252,delivered,22:59:21,27
2253,2253,delivered,23:14:23,14
2254,2254,delivered,12:40:25,12
2255,2255,delivered,07:06:29,30
2256,2256,not fulfilled,06:50:47,10
2257,2257,delivered,21:51:24,31
2258,2258,delivered,03:57:48,13
2259,2259,delivered,15:55:14,7
2260,2260,delivered,10:01:25,9
2261,2261,delivered,00:06:18,29
2262,2262,delivered,08:42:08,16
2263,2263,delivered,10:08:38,24
2264,2264,delivered,01:42:05,1
2265,2265,delivered,06:35:16,30
2266,2266,order,04:41:48,33
2267,2267,delivered,15:08:12,26
2268,2268,delivered,20:15:40,30
2269,2269,delivered,16:35:08,5
2270,2270,delivered,03:30:24,19
2271,2271,delivered,19:15:27,28
2272,2272,delivered,08:00:53,28
2273,2273,delivered,21:11:21,15
2274,2274,delivered,12:56:38,12
2275,2275,delivered,05:20:11,11
2276,2276,delivered,22:46:34,28
2277,2277,delivered,01:27:16,15
2278,2278,delivered,22:22:38,21
2279,2279,delivered,11:36:06,11
2280,2280,delivered,23:25:25,12
2281,2281,delivered,05:39:20,1
2282,2282,delivered,19:53:22,13
2283,2283,delivered,08:43:05,29
2284,2284,delivered,06:45:33,1
2285,2285,delivered,05:23:35,7
2286,2286,delivered,12:15:02,24
2287,2287,delivered,16:29:14,9
2288,2288,delivered,05:40:28,6
2289,2289,order,04:00:04,31
2290,2290,not delivered,13:43:45,5
2291,2291,delivered,10:04:10,26
2292,2292,delivered,01:32:07,6
2293,2293,delivered,22:03:00,14
2294,2294,delivered,23:41:33,10
2295,2295,not fulfilled,06:29:21,18
2296,2296,delivered,13:45:25,8
2297,2297,delivered,00:15:13,20
2298,2298,delivered,03:27:25,25
2299,2299,delivered,17:01:06,22
2300,2300,delivered,16:00:37,11
2301,2301,delivered,19:36:45,27
2302,2302,delivered,05:44:15,24
2303,2303,delivered,20:28:40,30
2304,2304,delivered,15:25:11,20
2305,2305,delivered,05:52:20,22
2306,2306,delivered,12:02:14,12
2307,2307,delivered,11:51:57,17
2308,2308,delivered,04:11:38,20
2309,2309,delivered,01:20:47,12
2310,2310,delivered,21:12:50,7
2311,2311,delivered,04:28:55,27
2312,2312,delivered,18:29:58,34
2313,2313,delivered,12:45:33,13
2314,2314,delivered,04:42:32,5
2315,2315,delivered,23:53:36,16
2316,2316,delivered,01:58:50,26
2317,2317,delivered,04:32:23,23
2318,2318,delivered,18:29:25,16
2319,2319,delivered,19:37:39,19
2320,2320,delivered,08:07:54,20
2321,2321,delivered,12:40:49,9
2322,2322,delivered,22:25:01,7
2323,2323,delivered,10:40:40,34
2324,2324,delivered,10:28:32,33
2325,2325,delivered,16:19:52,31
2326,2326,delivered,21:53:29,7
2327,2327,delivered,20:40:00,2
2328,2328,delivered,22:45:32,13
2329,2329,delivered,04:35:21,22
2330,2330,delivered,10:12:10,26
2331,2331,delivered,19:28:09,19
2332,2332,not delivered,09:27:50,5
2333,2333,delivered,01:58:09,29
2334,2334,delivered,08:59:59,20
2335,2335,delivered,21:38:05,16
2336,2336,delivered,04:10:55,7
2337,2337,delivered,09:26:35,19
2338,2338,delivered,01:08:26,22
2339,2339,delivered,06:14:41,20
2340,2340,delivered,01:01:33,27
2341,2341,delivered,18:01:11,28
2342,2342,delivered,12:06:29,2
2343,2343,order,05:02:03,7
2344,2344,delivered,05:58:07,31
2345,2345,delivered,18:47:40,15
2346,2346,delivered,10:14:01,1
2347,2347,delivered,04:32:14,9
2348,2348,delivered,15:47:34,21
2349,2349,delivered,22:47:47,34
2350,2350,delivered,13:45:26,17
2351,2351,not fulfilled,00:54:36,27
2352,2352,delivered,05:23:29,22
2353,2353,delivered,00:28:00,17
2354,2354,delivered,02:09:57,28
2355,2355,delivered,16:03:50,26
2356,2356,delivered,08:07:28,25
2357,2357,delivered,01:21:24,28
2358,2358,delivered,12:19:30,26
2359,2359,delivered,08:08:35,12
2360,2360,delivered,02:36:38,2
2361,2361,delivered,15:00:44,8
2362,2362,delivered,23:03:30,7
2363,2363,not fulfilled,23:28:38,24
2364,2364,delivered,10:04:05,4
2365,2365,delivered,00:46:11,24
2366,2366,delivered,21:48:59,11
2367,2367,delivered,19:50:38,24
2368,2368,delivered,19:27:20,15
2369,2369,order,21:41:10,17
2370,2370,delivered,14:18:02,14
2371,2371,delivered,14:50:27,15
2372,2372,delivered,16:20:21,1
2373,2373,delivered,09:39:46,34
2374,2374,delivered,01:13:52,33
2375,2375,delivered,08:16:21,29
2376,2376,delivered,14:47:37,10
2377,2377,delivered,22:55:04,24
2378,2378,delivered,19:14:52,21
2379,2379,delivered,01:52:42,14
2380,2380,delivered,04:42:54,10
2381,2381,delivered,10:54:21,1
2382,2382,delivered,22:39:09,7
2383,2383,delivered,09:24:00,29
2384,2384,delivered,21:30:50,17
2385,2385,delivered,08:22:51,4
2386,2386,delivered,20:39:29,34
2387,2387,delivered,02:15:17,19
2388,2388,delivered,13:56:58,14
2389,2389,delivered,22:37:13,5
2390,2390,delivered,09:50:18,34
2391,2391,order,11:26:35,5
2392,2392,delivered,00:42:26,30
2393,2393,delivered,01:08:45,25
2394,2394,delivered,20:45:48,12
2395,2395,delivered,11:26:12,30
2396,2396,delivered,17:54:11,32
2397,2397,delivered,19:55:32,23
2398,2398,delivered,02:33:59,19
2399,2399,delivered,21:33:45,11
2400,2400,delivered,12:37:59,18
2401,2401,delivered,14:56:02,19
2402,2402,delivered,19:34:35,11
2403,2403,delivered,12:33:27,28
2404,2404,delivered,05:30:09,22
2405,2405,delivered,17:14:53,29
2406,2406,delivered,07:17:40,15
2407,2407,delivered,14:31:41,9
2408,2408,delivered,06:03:08,31
2409,2409,delivered,09:45:10,2
2410,2410,delivered,19:46:50,34
2411,2411,delivered,17:34:54,31
2412,2412,delivered,07:33:25,30
2413,2413,delivered,15:47:14,28
2414,2414,delivered,17:38:21,19
2415,2415,delivered,07:43:39,11
2416,2416,delivered,08:02:31,27
2417,2417,delivered,07:55:15,4
2418,2418,delivered,17:14:15,10
2419,2419,delivered,01:34:43,5
2420,2420,delivered,12:29:01,21
2421,2421,delivered,11:38:27,25
2422,2422,delivered,18:21:39,22
2423,2423,delivered,04:36:45,25
2424,2424,not fulfilled,17:14:39,5
2425,2425,delivered,01:29:57,10
2426,2426,delivered,02:19:53,12
2427,2427,delivered,21:08:30,3
2428,2428,delivered,09:03:12,10
2429,2429,delivered,09:00:47,19
2430,2430,delivered,02:11:51,17
2431,2431,delivered,18:20:37,31
2432,2432,delivered,04:20:19,16
2433,2433,delivered,09:47:46,14
2434,2434,not delivered,22:11:57,28
2435,2435,delivered,03:49:07,9
2436,2436,delivered,02:14:02,33
2437,2437,delivered,17:34:41,4
2438,2438,delivered,21:36:55,7
2439,2439,delivered,03:28:09,14
2440,2440,delivered,15:05:00,5
2441,2441,delivered,01:20:52,19
2442,2442,delivered,08:37:23,18
2443,2443,delivered,01:52:45,23
2444,2444,delivered,04:14:04,30
2445,2445,delivered,23:04:05,33
2446,2446,delivered,06:03:27,25
2447,2447,delivered,12:43:38,26
2448,2448,delivered,23:43:20,7
2449,2449,delivered,17:26:12,4
2450,2450,delivered,17:49:31,22
2451,2451,delivered,07:29:21,11
2452,2452,delivered,21:23:35,10
2453,2453,delivered,00:13:58,27
2454,2454,delivered,06:25:56,32
2455,2455,not delivered,08:28:23,27
2456,2456,delivered,03:25:14,18
2457,2457,delivered,05:36:28,23
2458,2458,delivered,03:07:47,33
2459,2459,delivered,22:13:44,20
2460,2460,delivered,00:55:12,25
2461,2461,delivered,10:21:21,2
2462,2462,delivered,16:48:16,25
2463,2463,delivered,20:43:20,18
2464,2464,delivered,07:00:54,1
2465,2465,delivered,16:24:51,15
2466,2466,delivered,12:51:33,14
2467,2467,delivered,21:40:28,21
